,Sentence,Parser Outputs
1695,"sina pakala, tawa ijo pona seme?","s(int(which_object(subj_p(pronoun(sina)),pred_p(verb_t(pakala),obj_p(preposition(tawa),noun(ijo),adjective(pona),pronoun_interrogative(seme))))))"
1696,"sina pakala, tawa ijo seme?","s(int(which_object(subj_p(pronoun(sina)),pred_p(verb_t(pakala),obj_p(preposition(tawa),noun(ijo),pronoun_interrogative(seme))))))"
1697,sina pali e moku sin.,"s(dec(subj_p(pronoun(sina)),pred_p(verb_t(pali),obj_d((noun(moku),adjective(sin))))))"
1701,"sina pali e ni, kepeken seme?","s(int(what_p_object(subj_p(pronoun(sina)),pred_p(verb_t(pali),obj_d(pronoun(ni)),obj_p(preposition(kepeken),pronoun_interrogative(seme))))))"
1702,sina pali e ona tan seme?,"s(int(why_object(subj_p(pronoun(sina)),(pred_p(verb_t(pali),obj_d(pronoun(ona))),obj_p(preposition(tan),pronoun_interrogative(seme))))))"
1703,sina pali e seme?,"s(int(what_d_object(subj_p(pronoun(sina)),pred_p(verb_t(pali),obj_d(pronoun_interrogative(seme))))))"
1704,sina pali e tomo anu seme?,"s(int(or_what(subj_p(pronoun(sina)),(pred_p(verb_t(pali),obj_d(noun(tomo))),conj(anu),pronoun_interrogative(seme)))))"
1705,"sina pali e tomo anu seme, kepeken ilo?","s(int(or_what(subj_p(pronoun(sina)),(pred_p(verb_t(pali),obj_d(noun(tomo))),conj(anu),pronoun_interrogative(seme),obj_p(preposition(kepeken),noun(ilo))))))"
1706,"sina pali e tomo, tan seme?","s(int(why_object(subj_p(pronoun(sina)),(pred_p(verb_t(pali),obj_d(noun(tomo))),obj_p(preposition(tan),pronoun_interrogative(seme))))))"
1707,sina pana ala pana e moku tawa?,"s(int(yes_no(subj_p(pronoun(sina)),pred_p(verb_t(pana),adverb(ala),verb_t(pana),obj_d((noun(moku),adjective(tawa)))))))"
1709,"sina pana e ike, la sina kama jo e ike.","s(dec(cond_p(subj_p(pronoun(sina)),pred_p(verb_t(pana),obj_d(noun(ike)))),subj_p(pronoun(sina)),pred_p((verb_p(kama),verb_t(jo)),obj_d(noun(ike)))))"
1710,sina pana e ilo tenpo loje lon poka seme?,"s(int(where(subj_p(pronoun(sina)),pred_p(verb_t(pana),obj_d((noun(ilo),adjective(tenpo),adjective(loje))),obj_p(preposition(lon),noun(poka),pronoun_interrogative(seme))))))"
1713,sina pilin e seme?,"s(int(what_d_object(subj_p(pronoun(sina)),pred_p(verb_t(pilin),obj_d(pronoun_interrogative(seme))))))"
1717,sina pona ala pona?,"s(int(yes_no(subj_p(pronoun(sina)),pred_p(verb_t(pona),adverb(ala),verb_t(pona)))))"
1718,"sina pona ala pona e tomo ni, kepeken ilo ni?","s(int(yes_no(subj_p(pronoun(sina)),pred_p(verb_t(pona),adverb(ala),verb_t(pona),obj_d((noun(tomo),pronoun(ni))),obj_p(preposition(kepeken),(noun(ilo),pronoun(ni)))))))"
1725,sina ' seme?,"s(int(what_is_object(subj_p(pronoun(sina)),pred_p(verb_i(be),pronoun_interrogative(seme)))))"
1727,sina seme e ona?,"s(int(what_verb(subj_p(pronoun(sina)),pred_p(verb_t(pronoun_interrogative(seme)),obj_d(pronoun(ona))))))"
1728,sina seme e soweli suli?,"s(int(what_verb(subj_p(pronoun(sina)),pred_p(verb_t(pronoun_interrogative(seme)),obj_d((noun(soweli),adjective(suli)))))))"
1729,"sina seme e soweli suli, kepeken palisa wawa?","s(int(what_verb(subj_p(pronoun(sina)),pred_p(verb_t(pronoun_interrogative(seme)),obj_d((noun(soweli),adjective(suli))),obj_p(preposition(kepeken),(noun(palisa),adjective(wawa)))))))"
1730,"sina ' seme, kepeken ni?","s(int(what_is_object(subj_p(pronoun(sina)),pred_p(verb_i(be),pronoun_interrogative(seme),obj_p(preposition(kepeken),pronoun(ni))))))"
1731,sina seme mi?,"s(int(what_verb(subj_p(pronoun(sina)),pred_p(verb_i(pronoun_interrogative(seme)),obj_i(pronoun(mi))))))"
1735,sina sona ala e olin suli mi.,"s(dec(subj_p(pronoun(sina)),pred_p((verb_t(sona),adverb(ala)),obj_d((noun(olin),adjective(suli),pronoun(mi))))))"
1740,sina sona e toki ni la sina sona e toki pona!,"s(exc(cond_p(subj_p(pronoun(sina)),pred_p(verb_t(sona),obj_d((noun(toki),pronoun(ni))))),subj_p(pronoun(sina)),pred_p(verb_t(sona),obj_d((noun(toki),adjective(pona))))))"
1741,"sina sona e toki wan taso, la sina sona ala e toki ni.","s(dec(cond_p(subj_p(pronoun(sina)),pred_p(verb_t(sona),obj_d((noun(toki),card(numeral(wan)),adjective(taso))))),subj_p(pronoun(sina)),pred_p((verb_t(sona),adverb(ala)),obj_d((noun(toki),pronoun(ni))))))"
1745,sina suno mi,"headline(obj_i((pronoun(sina),adjective(suno),pronoun(mi))))"
1747,sina tan ala tan ma Tosi?,"s(int(yes_no(subj_p(pronoun(sina)),pred_p(verb_i(tan),adverb(ala),verb_i(tan),obj_i((noun(ma),unofficial_country(known_country(Tosi))))))))"
1750,sina tawa ala tawa e mi?,"s(int(yes_no(subj_p(pronoun(sina)),pred_p(verb_t(tawa),adverb(ala),verb_t(tawa),obj_d(pronoun(mi))))))"
1753,sina toki e len lawa seme?,"s(int(which_object(subj_p(pronoun(sina)),pred_p(verb_t(toki),obj_d(noun(len),adjective(lawa),pronoun_interrogative(seme))))))"
1765,"sina wile ala wile alasa e soweli suli, kepeken palisa wawa?","s(int(yes_no(subj_p(pronoun(sina)),pred_p(verb_p(wile),adverb(ala),verb_p(wile),verb_t(alasa),obj_d((noun(soweli),adjective(suli))),obj_p(preposition(kepeken),(noun(palisa),adjective(wawa)))))))"
1768,sina wile ala wile moku?,"s(int(yes_no(subj_p(pronoun(sina)),pred_p(verb_p(wile),adverb(ala),verb_p(wile),verb_t(moku)))))"
1769,sina wile ala wile moku e kili pona ni?,"s(int(yes_no(subj_p(pronoun(sina)),pred_p(verb_p(wile),adverb(ala),verb_p(wile),verb_t(moku),obj_d((noun(kili),adjective(pona),pronoun(ni)))))))"
1770,sina wile ala wile moku e telo?,"s(int(yes_no(subj_p(pronoun(sina)),pred_p(verb_p(wile),adverb(ala),verb_p(wile),verb_t(moku),obj_d(noun(telo))))))"
1773,sina wile ala wile unpa ona?,"s(int(yes_no(subj_p(pronoun(sina)),pred_p(verb_p(wile),adverb(ala),verb_p(wile),verb_i(unpa),obj_i(pronoun(ona))))))"
1774,"sina wile ante e ale, la o ante e sina.","s(imp(cond_p(subj_p(pronoun(sina)),pred_p((verb_p(wile),verb_t(ante)),obj_d(noun(ale)))),com(subj_p(interjection(o)),pred_p(verb_t(ante),obj_d(pronoun(sina))))))"
1775,sina wile e mani anu seme?,"s(int(or_what(subj_p(pronoun(sina)),(pred_p(verb_t(wile),obj_d(noun(mani))),conj(anu),pronoun_interrogative(seme)))))"
1776,sina wile e mani seme tan soweli ni?,"s(int(which_object(subj_p(pronoun(sina)),pred_p(verb_t(wile),obj_d(noun(mani),pronoun_interrogative(seme)),obj_p(preposition(tan),(noun(soweli),pronoun(ni)))))))"
1778,sina wile e moku seme?,"s(int(which_object(subj_p(pronoun(sina)),pred_p(verb_t(wile),obj_d(noun(moku),pronoun_interrogative(seme))))))"
1780,sina wile jo e mani seme?,"s(int(which_object(subj_p(pronoun(sina)),pred_p((verb_p(wile),verb_t(jo)),obj_d(noun(mani),pronoun_interrogative(seme))))))"
1781,"sina wile jo e mani seme, tan jan ni?","s(int(which_object(subj_p(pronoun(sina)),pred_p((verb_p(wile),verb_t(jo)),obj_d(noun(mani),pronoun_interrogative(seme)),obj_p(preposition(tan),(noun(jan),pronoun(ni)))))))"
1798,sitelen tawa Lapalapala,"headline(obj_i((noun(sitelen),adjective(tawa),unofficial_movie(unknown(Lapalapala)))))"
1799,sitelen tawa X-Files,"headline(obj_i((noun(sitelen),adjective(tawa),unofficial_movie(known_movie(X-Files)))))"
1800,"sitelen tawa X-Files li ' nasa pi nasa ni, tawa mi.","s(dec(subj_p((noun(sitelen),adjective(tawa),unofficial_movie(known_movie(X-Files)))),pred_p(verb_i(be),(noun(nasa),noun(nasa),pronoun(ni)),obj_p(preposition(tawa),pronoun(mi)))))"
1801,sitelen tawa X-Files ni kin,"headline(obj_i((noun(sitelen),adjective(tawa),unofficial_movie(known_movie(X-Files)),pronoun(ni),adjective(kin))))"
1805,sona Palala li pona e ilo.,"s(dec(subj_p((noun(sona),unofficial_thing(unknown(Palala)))),pred_p(verb_t(pona),obj_d(noun(ilo)))))"
1807,sona pona Palala suli kin li pana e ilo.,"s(dec(subj_p((noun(sona),adjective(pona),unofficial_thing(unknown(Palala)),adjective(suli),adjective(kin))),pred_p(verb_t(pana),obj_d(noun(ilo)))))"
1809,soweli ike li ken ala kama jo e ona.,"s(dec(subj_p((noun(soweli),adjective(ike))),pred_p((verb_p(ken),(adverb(ala),adverb(kama)),verb_t(jo)),obj_d(pronoun(ona)))))"
1822,soweli li toki e mu.,"s(dec(subj_p(noun(soweli)),pred_p(verb_t(toki),obj_d(noun(mu)))))"
1827,soweli pi jan Lope li moku e moku.,"s(dec(subj_p((noun(soweli),noun(jan),unofficial_male_name(known_male_name(Lope)))),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1828,soweli pi jan pona mi li moku e moku.,"s(dec(subj_p((noun(soweli),noun(jan),adjective(pona),pronoun(mi))),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1830,soweli pi mute seme li moku e telo?,"s(int(how_many_subject(subj_p((noun(soweli),noun(mute),pronoun_interrogative(seme))),pred_p(verb_t(moku),obj_d(noun(telo))))))"
1831,soweli pi poki sinpin,"headline(obj_i((noun(soweli),noun(poki),adjective(sinpin))))"
1836,soweli suli li moku e sina.,"s(dec(subj_p((noun(soweli),adjective(suli))),pred_p(verb_t(moku),obj_d(pronoun(sina)))))"
1839,soweli suwi en akesi suli en pipi ike en mi li moku e moku.,"s(dec(subj_p(((noun(soweli),adjective(suwi)),(conj(en),noun(akesi),adjective(suli)),(conj(en),noun(pipi),adjective(ike)),conj(en),pronoun(mi))),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1840,soweli suwi en akesi suli en pipi ike en sina en mi li moku e moku.,"s(dec(subj_p(((noun(soweli),adjective(suwi)),(conj(en),noun(akesi),adjective(suli)),(conj(en),noun(pipi),adjective(ike)),(conj(en),pronoun(sina)),conj(en),pronoun(mi))),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1850,suno li suli ala suli?,"s(int(yes_no(subj_p(noun(suno)),pred_p(verb_t(suli),adverb(ala),verb_t(suli)))))"
1853,suno pona!,"s(exc(salut(salu_p(noun(suno),adjective(pona)))))"
1857,tan ni la sina kama jo e kalama pi mani ona.,"s(dec(cond_p((noun(tan),pronoun(ni))),subj_p(pronoun(sina)),pred_p((verb_p(kama),verb_t(jo)),obj_d((noun(kalama),noun(mani),pronoun(ona))))))"
1860,tan seme la soweli wawa pimeja li moku e ona?,"s(int(why_la(cond_p(noun(tan),pronoun_interrogative(seme)),subj_p((noun(soweli),adjective(wawa),adjective(pimeja))),pred_p(verb_t(moku),obj_d(pronoun(ona))))))"
1874,taso mi jo ala e moku.,"s(conj(taso),dec(subj_p(pronoun(mi)),pred_p((verb_t(jo),adverb(ala)),obj_d(noun(moku)))))"
1877,taso mi moku e moku.,"s(conj(taso),dec(subj_p(pronoun(mi)),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1878,"taso, mi moku e moku.","s(conj(taso),dec(subj_p(pronoun(mi)),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1879,taso mi pilin e ni: mi toki e lon.,"s(conj(taso),dec(subj_p(pronoun(mi)),pred_p(verb_t(pilin),obj_d(pronoun(ni))),subj_p(pronoun(mi)),pred_p(verb_t(toki),obj_d(noun(lon)))))"
1886,taso o kama jo e poki suli mani kin.,"s(conj(taso),imp(com(subj_p(interjection(o)),pred_p((verb_p(kama),verb_t(jo)),obj_d((noun(poki),adjective(suli),adjective(mani),adjective(kin)))))))"
1887,taso ona li awen e wan.,"s(conj(taso),dec(subj_p(pronoun(ona)),pred_p(verb_t(awen),obj_d(noun(wan)))))"
1894,taso ona li pana e len pi noka mije li len e lawa ona!,"s(conj(taso),exc(subj_p(pronoun(ona)),(pred_p(verb_t(pana),obj_d((noun(len),noun(noka),adjective(mije)))),pred_p(pred_p(verb_t(len),obj_d((noun(lawa),pronoun(ona))))))))"
1898,taso seli li seli wawa e telo.,"s(conj(taso),dec(subj_p(noun(seli)),pred_p((verb_t(seli),adverb(wawa)),obj_d(noun(telo)))))"
1903,taso sina ken kin kama sona e ijo sin.,"s(conj(taso),dec(subj_p(pronoun(sina)),pred_p((verb_p(ken),(adverb(kin),adverb(kama)),verb_t(sona)),obj_d((noun(ijo),adjective(sin))))))"
1906,taso tenpo pimeja ni la meli suli li unpa kin e mije ante pi nasin sewi!,"s(conj(taso),exc(cond_p((noun(tenpo),adjective(pimeja),pronoun(ni))),subj_p((noun(meli),adjective(suli))),pred_p((verb_t(unpa),adverb(kin)),obj_d(((noun(mije),adjective(ante)),noun(nasin),adjective(sewi))))))"
1908,tawa pona!,"s(exc(salut(salu_p(noun(tawa),adjective(pona)))))"
1909,tawa pona.,"s(dec(salut(salu_p(noun(tawa),adjective(pona)))))"
1918,telo li wawa e mi.,"s(dec(subj_p(noun(telo)),pred_p(verb_t(wawa),obj_d(pronoun(mi)))))"
1933,tenpo ali la mi pali e ike.,"s(dec(cond_p((noun(tenpo),adjective(ali))),subj_p(pronoun(mi)),pred_p(verb_t(pali),obj_d(noun(ike)))))"
1937,tenpo kama la ken la mi moku e moku.,"s(dec((cond_p((noun(tenpo),adjective(kama))),cond_p(noun(ken))),subj_p(pronoun(mi)),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1938,"tenpo kama la, ken, la mi moku e moku.","s(dec((cond_p((noun(tenpo),adjective(kama))),cond_p(noun(ken))),subj_p(pronoun(mi)),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1941,tenpo kama la mi moku e moku la ken.,"s(dec(cond_p((noun(tenpo),adjective(kama))),subj_p(pronoun(mi)),pred_p(verb_t(moku),obj_d(noun(moku))),cond_p(noun(ken))))"
1942,tenpo kama la mi wile e ni: ken la mi moku e moku.,"s(dec(cond_p((noun(tenpo),adjective(kama))),subj_p(pronoun(mi)),pred_p(verb_t(wile),obj_d(pronoun(ni))),cond_p(noun(ken)),subj_p(pronoun(mi)),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1943,tenpo kama la mi wile e ni: ken la o moku e moku!,"s(imp(cond_p((noun(tenpo),adjective(kama))),subj_p(pronoun(mi)),pred_p(verb_t(wile),obj_d(pronoun(ni))),cond_p(noun(ken)),com(subj_p(interjection(o)),pred_p(verb_t(moku),obj_d(noun(moku))))))"
1944,tenpo kama la mi wile e ni: mi moku e moku.,"s(dec(cond_p((noun(tenpo),adjective(kama))),subj_p(pronoun(mi)),pred_p(verb_t(wile),obj_d(pronoun(ni))),subj_p(pronoun(mi)),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1945,tenpo kama la o moku e moku!,"s(imp(cond_p((noun(tenpo),adjective(kama))),com(subj_p(interjection(o)),pred_p(verb_t(moku),obj_d(noun(moku))))))"
1946,tenpo kama la o moku e moku la ken!,"s(imp(cond_p((noun(tenpo),adjective(kama))),com(subj_p(interjection(o)),pred_p(verb_t(moku),obj_d(noun(moku)))),cond_p(noun(ken))))"
1948,tenpo kama la o wile e ni: o moku e moku!,"s(imp(cond_p((noun(tenpo),adjective(kama))),com(subj_p(interjection(o)),pred_p(verb_t(wile),obj_d(pronoun(ni)))),com(subj_p(interjection(o)),pred_p(verb_t(moku),obj_d(noun(moku))))))"
1949,tenpo kama la o wile e ni: sina moku e moku!,"s(imp(cond_p((noun(tenpo),adjective(kama))),com(subj_p(interjection(o)),pred_p(verb_t(wile),obj_d(pronoun(ni)))),subj_p(pronoun(sina)),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1950,tenpo kama la seme: ken la mi moku e moku?,"s(int(cond_p((noun(tenpo),adjective(kama))),pardon(pronoun_interrogative(seme)),cond_p(noun(ken)),subj_p(pronoun(mi)),pred_p(verb_t(moku),obj_d(noun(moku)))))"
1951,tenpo kama la seme: ken la seme?,"s(int(cond_p((noun(tenpo),adjective(kama))),pardon(pronoun_interrogative(seme)),cond_p(noun(ken)),pardon(pronoun_interrogative(seme))))"
1952,tenpo kama la seme la ken?,"s(int(cond_p((noun(tenpo),adjective(kama))),pardon(pronoun_interrogative(seme)),cond_p(noun(ken))))"
1953,tenpo kama la sina wile ala wile moku?,"s(int(cond_p((noun(tenpo),adjective(kama))),yes_no(subj_p(pronoun(sina)),pred_p(verb_p(wile),adverb(ala),verb_p(wile),verb_t(moku)))))"
1982,tenpo ni la sina awen ala awen seli?,"s(int(cond_p((noun(tenpo),pronoun(ni))),yes_no(subj_p(pronoun(sina)),pred_p(verb_i(awen),adverb(ala),verb_i(awen),obj_i(noun(seli))))))"
1983,tenpo pi ma ali,"headline(obj_i((noun(tenpo),noun(ma),adjective(ali))))"
1990,tenpo pimeja pini la mi lukin e sitelen tawa X-Files.,"s(dec(cond_p((noun(tenpo),adjective(pimeja),adjective(pini))),subj_p(pronoun(mi)),pred_p(verb_t(lukin),obj_d((noun(sitelen),adjective(tawa),unofficial_movie(known_movie(X-Files)))))))"
1992,tenpo pimeja wan la meli ante li lukin e weka pi mije ni.,"s(dec(cond_p((noun(tenpo),adjective(pimeja),card(numeral(wan)))),subj_p((noun(meli),adjective(ante))),pred_p(verb_t(lukin),obj_d((noun(weka),noun(mije),pronoun(ni))))))"
1993,tenpo pi mute seme la sina sike e suno?,"s(int(how_many_la(cond_p(noun(tenpo),noun(mute),pronoun_interrogative(seme)),subj_p(pronoun(sina)),pred_p(verb_t(sike),obj_d(noun(suno))))))"
2000,tenpo pona seme la sina moku e moku?,"s(int(when_la(cond_p(noun(tenpo),adjective(pona),pronoun_interrogative(seme)),subj_p(pronoun(sina)),pred_p(verb_t(moku),obj_d(noun(moku))))))"
2001,tenpo pona sina seme la sina moku e moku?,"s(int(when_la(cond_p(noun(tenpo),(adjective(pona),pronoun(sina)),pronoun_interrogative(seme)),subj_p(pronoun(sina)),pred_p(verb_t(moku),obj_d(noun(moku))))))"
2003,tenpo seme la sina moku e moku?,"s(int(when_la(cond_p(noun(tenpo),pronoun_interrogative(seme)),subj_p(pronoun(sina)),pred_p(verb_t(moku),obj_d(noun(moku))))))"
2014,tenpo suli pini la jan li jo e soweli tawa pi nena kute suli.,"s(dec(cond_p((noun(tenpo),adjective(suli),adjective(pini))),subj_p(noun(jan)),pred_p(verb_t(jo),obj_d(((noun(soweli),adjective(tawa)),noun(nena),adjective(kute),adjective(suli))))))"
2022,"tenpo suno pini la jan Sili li pona e tomo, li telo e len.","s(dec(cond_p((noun(tenpo),adjective(suno),adjective(pini))),subj_p((noun(jan),unofficial_person_name(unknown(Sili)))),(pred_p(verb_t(pona),obj_d(noun(tomo))),pred_p(pred_p(verb_t(telo),obj_d(noun(len)))))))"
2024,tenpo tu la ona li wile e ni: meli suli li lukin e unpa.,"s(dec(cond_p((noun(tenpo),card(numeral(tu)))),subj_p(pronoun(ona)),pred_p(verb_t(wile),obj_d(pronoun(ni))),subj_p((noun(meli),adjective(suli))),pred_p(verb_t(lukin),obj_d(noun(unpa)))))"
2025,tenpo tu tu la mi sike e suno.,"s(dec(cond_p((noun(tenpo),card((numeral(tu),numeral(tu))))),subj_p(pronoun(mi)),pred_p(verb_t(sike),obj_d(noun(suno)))))"
2027,tenpo wan la ona li lukin e mije wan li olin e ona.,"s(dec(cond_p((noun(tenpo),card(numeral(wan)))),subj_p(pronoun(ona)),(pred_p(verb_t(lukin),obj_d((noun(mije),card(numeral(wan))))),pred_p(pred_p(verb_t(olin),obj_d(pronoun(ona)))))))"
2028,tenpo wan la sina olin ala olin?,"s(int(cond_p((noun(tenpo),card(numeral(wan)))),yes_no(subj_p(pronoun(sina)),pred_p(verb_t(olin),adverb(ala),verb_t(olin)))))"
2030,toki Epelanto,"headline(obj_i((noun(toki),unofficial_language(known_language(Epelanto)))))"
2033,"toki Inli pi ma Inli li ' pona pi pona ni, tawa jan ali.","s(dec(subj_p(((noun(toki),unofficial_language(known_language(Inli))),noun(ma),unofficial_country(known_country(Inli)))),pred_p(verb_i(be),(noun(pona),noun(pona),pronoun(ni)),obj_p(preposition(tawa),(noun(jan),adjective(ali))))))"
2035,toki Lapalapa,"headline(obj_i((noun(toki),unofficial_language(unknown(Lapalapa)))))"
2039,toki luka Inli,"headline(obj_i((noun(toki),adjective(luka),unofficial_sign_language(known_language(Inli)))))"
2040,toki luka Lapalapala,"headline(obj_i((noun(toki),adjective(luka),unofficial_sign_language(unknown(Lapalapala)))))"
2071,toki utala pi pimeja soweli,"headline(obj_i(((noun(toki),adjective(utala)),noun(pimeja),adjective(soweli))))"
2072,tomo li jo e ilo toki.,"s(dec(subj_p(noun(tomo)),pred_p(verb_t(jo),obj_d((noun(ilo),adjective(toki))))))"
2082,tomo pi ona kin,"headline(obj_i((noun(tomo),pronoun(ona),adjective(kin))))"
2087,tomo sona li jo e lipu.,"s(dec(subj_p((noun(tomo),adjective(sona))),pred_p(verb_t(jo),obj_d(noun(lipu)))))"
2093,tomo tawa pi jan pona li tawa e mi.,"s(dec(subj_p(((noun(tomo),adjective(tawa)),noun(jan),adjective(pona))),pred_p(verb_t(tawa),obj_d(pronoun(mi)))))"
2095,tomo tawa pi jan wan li tawa e mi.,"s(dec(subj_p(((noun(tomo),adjective(tawa)),noun(jan),card(numeral(wan)))),pred_p(verb_t(tawa),obj_d(pronoun(mi)))))"
2099,"tomo tawa, wan kin li tawa e ni.","s(dec(subj_p((noun(tomo),adjective(tawa),card(numeral(wan)),adjective(kin))),pred_p(verb_t(tawa),obj_d(pronoun(ni)))))"
2100,"tomo tawa, wan taso li tawa e ni.","s(dec(subj_p((noun(tomo),adjective(tawa),card(numeral(wan)),adjective(taso))),pred_p(verb_t(tawa),obj_d(pronoun(ni)))))"
2109,wan taso,"headline(obj_i((noun(wan),adjective(taso))))"
2122,wile ala moku.,"s(dec(answer(no(verb_p(wile),adverb(ala),verb_t(moku)))))"
2124,wile moku.,"s(dec(answer(yes(verb_p(wile),verb_t(moku)))))"
2125,wile pi jan ike li pakala e ijo.,"s(dec(subj_p((noun(wile),noun(jan),adjective(ike))),pred_p(verb_t(pakala),obj_d(noun(ijo)))))"
2126,wile sona li mute e sona.,"s(dec(subj_p((noun(wile),adjective(sona))),pred_p(verb_t(mute),obj_d(noun(sona)))))"
